time,frequency,mechanicalPower,electricalDemand,powerImbalance,gateOpening,waterFlow,der(actuator.y),expectedFrequency,droopResidual
174.1,49.9501875816021,55553731.58950561,55000000.0,-1823.966049946845,0.4970540212634105,18.30812854697579,1.751352074585988e-06,49.95,-3.390486764136193e-06
174.2,49.95018189023836,55553751.63483768,55000000.0,-1803.92071788013,0.4970541961047074,18.30813504232182,1.738826143626859e-06,49.95,-3.280628465097708e-06
174.3,49.95017626194095,55553771.53613409,55000000.0,-1784.019421473145,0.4970543696851578,18.30814149088445,1.726348276109846e-06,49.95,-3.17200297347245e-06
174.4,49.95017069630537,55553791.29377274,55000000.0,-1764.261782817543,0.4970545420086207,18.30814789279995,1.713918763801558e-06,49.95,-3.064602274415341e-06
174.5,49.95016519293039,55553810.90812936,55000000.0,-1744.647426195443,0.4970547130789391,18.30815424820397,1.701537896026117e-06,49.95,-2.958418417450814e-06
174.6,49.95015975141808,55553830.37957727,55000000.0,-1725.175978288054,0.4970548828999375,18.30816055723143,1.689205958443907e-06,49.95,-2.853443517988321e-06
174.7,49.95015437137389,55553849.70848704,55000000.0,-1705.8470685184,0.4970550514754219,18.30816682001649,1.676923230831129e-06,49.95,-2.749669758256908e-06
174.8,49.9501490524066,55553868.89522684,55000000.0,-1686.66032872349,0.4970552188091767,18.30817303669253,1.664689994851365e-06,49.95,-2.647089386942011e-06
174.9,49.95014379412852,55553887.94016152,55000000.0,-1667.615394040942,0.4970553849049637,18.308179207392,1.652506522953345e-06,49.95,-2.545694722416161e-06
175.0,49.95013859615538,55553906.84365315,55000000.0,-1648.711902409792,0.4970555497665217,18.30818533224648,1.640373087141711e-06,49.95,-2.445478150996452e-06
175.1,49.95013345810646,55553925.6060603,55000000.0,-1629.949495263398,0.4970557133975633,18.30819141138652,1.628289958199858e-06,49.95,-2.346432129076738e-06
175.2,49.95012837960459,55553944.22773825,55000000.0,-1611.327817313373,0.4970558758017746,18.30819744494168,1.616257402248245e-06,49.95,-2.248549183881581e-06
175.3,49.95012336027629,55553962.70903848,55000000.0,-1592.846517078578,0.4970560369828133,18.30820343304037,1.604275678190881e-06,49.95,-2.151821915351466e-06
175.4,49.95011839688298,55553981.06210539,55000000.0,-1574.493450164795,0.4970561970087685,18.30820937868865,1.592339400668941e-06,49.95,-2.056187956567257e-06
175.5,49.9501134836804,55553999.30939898,55000000.0,-1556.246156580746,0.4970563560040897,18.30821528740973,1.580438229509262e-06,49.95,-1.961536868939039e-06
175.6,49.95010862742258,55554017.42199411,55000000.0,-1538.133561447263,0.4970565138124241,18.30822115218679,1.568586443734254e-06,49.95,-1.86799800643055e-06
175.7,49.95010382769321,55554035.40046363,55000000.0,-1520.155091926455,0.497056670438599,18.30822697320129,1.556784177125792e-06,49.95,-1.775563155899601e-06
175.8,49.95009908407805,55554053.24538263,55000000.0,-1502.31017293036,0.4970568258874419,18.30823275063495,1.545031568017663e-06,49.95,-1.684224146709067e-06
