time,frequency,mechanicalPower,electricalDemand,powerImbalance,gateOpening,waterFlow,der(actuator.y)
0.0,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.1,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.2,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.3,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.4,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.5,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.6,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.7,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.8,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
0.9,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.0,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.1,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.2,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.3,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.4,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.5,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.6,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.7,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.8,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
1.9,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.0,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.1,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.2,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.3,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.4,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.5,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.6,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.7,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.8,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
2.9,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.0,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.1,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.2,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.3,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.4,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.5,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.6,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.7,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.8,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
3.9,50.0,50505050.5050505,50000000.0,0.0,0.4518267946131657,16.64294091288518,0.0
